 EVENT OUTPUT
day mo  year Precp  Runoff  IR-det Av-det Mx-det  Point  Av-dep Max-dep  Point Sed.Del    ER
--- --  ----  (mm)    (mm)  kg/m^2 kg/m^2 kg/m^2    (m)  kg/m^2  kg/m^2    (m)  (kg/m)  ----
   11    5     4   0.0     4.8   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   12    5     4   0.0     0.6   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   20    4     5   2.0     1.4   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   21    4     5   0.0     2.3   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   15    5     7  17.8     4.2   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   16    5     7   5.6     5.1   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   17    5     7  25.1    15.9   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   18    5     7   8.9     2.8   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   13    5     8   0.0     9.1   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   14    5     8   0.0    17.7   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   15    5     8   0.0    11.4   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   16    5     8   0.0    11.6   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   17    5     8   0.0     2.2   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   18    5     8   0.0     0.2   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   19    5     8   0.0     2.5   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   20    5     8   0.0     3.1   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   21    5     8   0.0     1.4   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   22    5     8   0.0     2.0   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   23    5     8   0.0     1.1   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   24    5     8  13.0     5.2   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   26    5     8   6.6     2.9   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   27    5     8   3.8     4.5   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   28    5     8   0.0     6.4   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   29    5     8   6.9    12.3   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   30    5     8   0.0    17.2   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   31    5     8  17.8    38.1   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
    1    6     8   3.8     3.0   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
    2    6     8   0.0     8.1   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
    3    6     8   0.0     4.5   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
    4    6     8   7.9     5.5   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
    5    6     8   3.8     2.7   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
    6    6     8   0.0     0.2   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
    7    6     8   0.0    10.7   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
    8    6     8   0.0     4.1   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   25    5    10   0.0     5.0   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   26    5    10   0.0     3.3   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   27    5    10   0.0     6.1   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   28    5    10   0.0     2.9   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   29    5    10   0.0     4.6   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
